Day,Open,High,Low,Close,Adj Close,Volume
389,10571.0492,10582.4285,10498.2278,10554.8389,10554.8389,32418950
390,10708.0544,10787.8335,10673.4679,10741.4683,10741.4683,30174524
391,10779.8712,10792.288,10737.6876,10741.7903,10741.7903,27657691
392,10559.4558,10595.9936,10526.6859,10571.2179,10571.2179,31735313
393,10636.5364,10650.6514,10590.8305,10628.8899,10628.8899,27492278
394,10530.0376,10579.5842,10457.814,10572.2114,10572.2114,28717942
395,10539.0392,10612.5389,10526.7904,10588.2186,10588.2186,27030098
396,10629.7628,10652.1832,10584.4309,10615.6638,10615.6638,21799401
397,10699.2316,10740.1019,10687.1125,10736.5504,10736.5504,21725322
398,10601.9012,10672.3117,10598.0974,10668.4411,10668.4411,25751120
399,10672.1156,10685.0623,10609.3484,10631.8825,10631.8825,24556843
400,10605.9634,10677.7676,10605.9634,10673.4384,10673.4384,22902193
401,10571.4447,10573.3017,10492.5547,10537.9495,10537.9495,33248835
402,10601.7239,10634.2113,10587.5825,10595.9532,10595.9532,26428462
403,10522.2194,10541.1833,10501.1485,10524.8452,10524.8452,24756787
404,10551.7763,10562.1629,10480.0358,10531.4091,10531.4091,23308657
405,10664.0064,10719.2132,10659.7755,10696.4915,10696.4915,31912304
406,10630.1175,10651.6658,10624.2107,10627.2517,10627.2517,18521032
407,10575.7687,10617.2107,10573.9392,10598.1622,10598.1622,1
408,10554.4625,10613.7927,10541.8918,10590.6057,10590.6057,24398553
409,10864.4696,11054.7625,10858.014,11013.6713,11013.6713,37292702
410,10983.0398,11003.4805,10954.0204,10981.8692,10981.8692,34119188
411,10960.9052,11022.3625,10944.2164,11014.5661,11014.5661,26084079
412,11081.2986,11120.0867,11074.441,11096.0968,11096.0968,43742465
413,11120.7413,11199.7698,11105.8009,11188.657,11188.657,52867293
414,11262.7853,11296.3391,11253.9199,11262.019,11262.019,47135801
415,11282.0166,11339.6065,11237.27,11323.4511,11323.4511,55893140
416,11366.5447,11414.9628,11330.8312,11394.3714,11394.3714,35237356
417,11444.9907,11451.8578,11407.2364,11416.9486,11416.9486,34467851
418,11455.6601,11554.8772,11423.9063,11445.2702,11445.2702,38806849
419,11462.555,11500.8881,11419.6483,11435.8028,11435.8028,41617232
420,11473.4913,11511.601,11464.4507,11475.3037,11475.3037,29122426
421,11380.783,11419.4725,11351.8565,11411.0101,11411.0101,27486882
422,11474.7392,11487.3687,11384.4972,11416.6009,11416.6009,38081159
423,11446.398,11457.2832,11341.384,11417.16,11417.16,34088916
424,11360.1783,11369.6393,11293.8586,11340.3757,11340.3757,29105799
425,11388.7116,11444.7021,11378.5606,11416.7777,11416.7777,27994921
426,11308.6894,11334.896,11298.606,11326.3667,11326.3667,30371281
427,11130.9527,11139.0167,11055.683,11089.1352,11089.1352,30173318
428,11007.4862,11056.037,10986.7428,11056.037,11056.037,27261497
429,11085.3586,11100.6325,11024.6377,11048.9271,11048.9271,22188787
430,11152.7795,11222.7019,11146.9159,11201.1892,11201.1892,29903400
431,11099.3619,11155.4461,11099.3619,11149.5282,11149.5282,24186398
432,11077.3897,11152.3488,11001.2963,11126.8031,11126.8031,27427591
433,11283.6212,11320.3721,11236.0689,11309.0104,11309.0104,29744479
434,11405.1423,11485.7402,11397.9054,11479.3201,11479.3201,32210802
435,11669.0236,11739.5687,11645.5497,11665.5714,11665.5714,34833316
436,11610.9325,11647.7754,11597.367,11611.2992,11611.2992,25845994
437,11731.0636,11794.2212,11698.6224,11712.3798,11712.3798,27622275
438,11678.1785,11698.9321,11664.9725,11682.1572,11682.1572,21664106
439,11749.5127,11764.5977,11665.4271,11752.4274,11752.4274,27764098
440,11808.5043,11837.3694,11797.5355,11821.5779,11821.5779,28680903
441,11832.8026,11867.4793,11812.9838,11857.0214,11857.0214,25185285
442,11904.9695,11926.7335,11892.536,11911.6527,11911.6527,21897287
443,11974.914,12004.9888,11966.8582,11987.0929,11987.0929,32752585
444,11908.7718,11912.9538,11843.7935,11851.6742,11851.6742,43245790
445,11887.9641,11928.8018,11870.0105,11896.7539,11896.7539,35802270
446,11794.7414,11858.1662,11781.8258,11857.1537,11857.1537,28589322
447,12022.8254,12131.8949,12008.3424,12092.0961,12092.0961,50827198
448,12150.168,12154.8789,12099.7115,12129.5098,12129.5098,36594817
449,12078.092,12105.5127,12062.6228,12102.5664,12102.5664,32389833
450,12275.2756,12296.673,12151.9346,12192.8307,12192.8307,46967354
451,12144.6307,12170.3953,12093.2404,12097.8139,12097.8139,28862754
452,12142.4102,12251.3291,12129.8605,12237.9623,12237.9623,26186152
453,12139.2445,12146.1744,12052.071,12077.4168,12077.4168,29764944
454,12039.4725,12057.3109,11903.5494,11944.527,11944.527,37366749
455,12001.0362,12094.4309,11980.859,12075.0259,12075.0259,32712297
456,12077.6072,12137.9164,12060.5249,12135.9163,12135.9163,25861940
457,12161.9151,12173.9748,12098.7124,12123.5505,12123.5505,28592784
458,11993.1636,12058.7166,11946.3991,11978.7158,11978.7158,30312504
459,11950.9198,11969.8732,11772.3258,11933.8725,11933.8725,32060041
460,11879.811,11977.3961,11879.811,11922.3934,11922.3934,25995682
461,12021.1594,12049.1985,12001.8273,12021.1393,12021.1393,24104125
462,12121.1663,12202.1382,12068.8076,12080.8096,12080.8096,44721372
463,12198.9582,12227.5511,12180.9511,12191.1143,12191.1143,22300211
464,12189.8069,12201.9866,12142.2349,12163.9607,12163.9607,21645517
465,12132.7863,12133.473,12017.0887,12027.6949,12027.6949,25042955
466,12130.9338,12220.8811,12125.6276,12203.9981,12203.9981,22911416
467,12029.4089,12110.726,12006.4694,12106.3923,12106.3923,26858447
468,11954.3329,11963.1127,11881.1424,11927.7761,11927.7761,26230579
469,12149.567,12186.4654,12132.4172,12153.422,12153.422,28749725
470,12082.0647,12115.6031,12077.2678,12085.5476,12085.5476,22857213
471,12086.2962,12086.2962,11991.6868,12027.9747,12027.9747,27390852
472,12104.2164,12144.1351,12085.8517,12123.7919,12123.7919,26085582
473,12107.7457,12116.6834,12062.5068,12092.6085,12092.6085,28222751
474,12180.2874,12190.0897,12134.1362,12167.5776,12167.5776,27923161
475,12341.3219,12465.4468,12323.2691,12451.4837,12451.4837,55430570
476,12424.0982,12466.1606,12421.428,12422.6203,12422.6203,23425814
477,12432.6634,12432.6634,12383.8385,12419.7617,12419.7617,33215964
478,12419.9936,12431.7917,12366.2722,12374.0636,12374.0636,30575141
479,12414.6233,12432.3113,12375.0755,12390.4231,12390.4231,22728012
480,12323.1295,12331.031,12247.4074,12283.5101,12283.5101,33110706
481,12413.7899,12414.7244,12356.4628,12361.8023,12361.8023,20760757
482,12403.1861,12410.6683,12380.9023,12398.7119,12398.7119,18120577
483,12387.9333,12393.7907,12371.9523,12371.9523,12371.9523,13581598
484,12350.4407,12425.1063,12344.0552,12421.6849,12421.6849,16944449
485,12439.1832,12446.1572,12378.9292,12378.9292,12378.9292,20432959
486,12351.6625,12357.6695,12292.2653,12292.2653,12292.2653,19742429
487,12099.8606,12123.5207,12011.0147,12040.2425,12040.2425,35232599
488,12033.826,12166.6104,12023.4027,12165.7235,12165.7235,29018222
489,12029.6287,12074.043,11891.6458,12023.0327,12023.0327,36829192
490,12224.1744,12347.1943,12211.6341,12333.0529,12333.0529,28772171
491,12350.8101,12397.4938,12323.7368,12370.1511,12370.1511,27914240
492,12384.4981,12431.4239,12375.5187,12413.5003,12413.5003,31040148
493,12407.0312,12445.3619,12382.314,12403.4525,12403.4525,24962247
494,12363.2583,12371.0919,12334.9725,12349.2912,12349.2912,24963195
495,12411.6897,12418.1264,12365.5005,12379.6662,12379.6662,27795966
496,12456.2912,12470.4799,12446.458,12457.7552,12457.7552,18611360
497,12439.3922,12444.0116,12320.8881,12331.781,12331.781,21180548
498,12283.1059,12388.9435,12280.8433,12384.0378,12384.0378,22296020
499,12335.8623,12370.2672,12302.6062,12310.9922,12310.9922,25863021
500,12373.1277,12383.1204,12323.9473,12361.227,12361.227,22634657
501,12114.9507,12133.5618,12057.7679,12071.3109,12071.3109,31971075
502,11994.565,12054.9502,11988.4558,12040.6106,12040.6106,28026721
503,12150.24,12193.6554,12100.6989,12186.77,12186.77,25708429
504,12081.9191,12099.556,11878.7094,11922.7109,11922.7109,32784362
505,11989.6171,12130.8422,11984.9871,12018.756,12018.756,30184697
506,11919.6059,11997.4888,11868.3567,11970.5009,11970.5009,32574105
507,11795.9797,11918.161,11782.2244,11900.8695,11900.8695,33165079
508,12050.7307,12083.3553,11994.0519,12034.2632,12034.2632,32508873
509,12338.9316,12523.8345,12330.5971,12460.2746,12460.2746,43837750
510,12434.9059,12458.0283,12362.2759,12397.9487,12397.9487,29322882
511,12309.789,12391.2894,12304.5444,12338.0173,12338.0173,25512744
512,12290.9711,12357.5065,12266.3851,12353.0958,12353.0958,34328242
513,12415.7944,12446.5556,12381.7226,12404.3263,12404.3263,27990161
514,12281.7026,12294.0806,12224.1957,12267.7558,12267.7558,31201983
515,12173.4178,12210.8356,12093.7177,12190.7587,12190.7587,26045843
516,12158.6039,12160.3912,12020.9172,12052.1995,12052.1995,29131992
517,12097.2279,12169.4247,12048.2936,12134.2357,12134.2357,29482305
518,12315.7644,12388.6083,12190.7883,12218.2285,12218.2285,31789447
519,12172.9584,12256.4995,12147.2699,12151.6397,12151.6397,30969408
520,11882.8849,11883.3309,11564.8818,11704.7874,11704.7874,48192700
521,11620.0099,11662.8096,11491.8755,11647.0414,11647.0414,48167902
522,11578.0654,11586.6125,11363.971,11418.044,11418.044,46274074
523,11110.9366,11116.1627,10800.2925,10917.2782,10917.2782,73547593
524,10825.9232,11211.8805,10817.8751,11082.576,11082.576,56570302
525,11262.9697,11298.2323,10966.8511,10966.8511,10966.8511,46830640
526,10908.1,11090.1333,10889.7529,11013.9913,11013.9913,44983776
527,11159.309,11159.309,11065.9095,11122.4153,11122.4153,41981810
528,10926.8741,10953.6056,10720.9775,10791.6257,10791.6257,49347315
529,10628.2977,10630.3243,10173.22,10291.5542,10291.5542,79580159
530,10106.1296,10363.2388,9803.5299,10309.6693,10309.6693,81518349
531,10232.0548,10344.2083,10042.5122,10054.8427,10054.8427,58687975
532,9907.2046,9947.5671,9530.3209,9644.8355,9644.8355,65147783
533,9438.7221,9439.2361,8663.7988,9048.1541,9048.1541,113992486
534,9117.4573,9220.9807,8769.252,8814.6627,8814.6627,77235416
535,8681.8924,9112.7391,8501.2632,8829.5998,8829.5998,91129475
536,8957.9925,9084.7635,8720.0646,8734.7334,8734.7334,82544753
537,8886.3112,8972.6874,8552.9503,8654.7184,8654.7184,85363436
538,8666.2481,8916.4775,8619.3771,8832.1453,8832.1453,72414039
539,8986.6973,9453.3538,8981.6102,9449.1541,9449.1541,71201708
540,9621.5097,10204.4187,9621.5097,10195.1607,10195.1607,66846463
541,10036.5186,10039.3987,9659.8074,9739.0094,9739.0094,62816761
542,9953.4866,10145.7641,9854.1924,10145.7641,10145.7641,62313190
543,9789.7403,9893.8896,9631.1728,9893.8896,9893.8896,58840387
544,10008.867,10089.3731,9827.4207,9870.6505,9870.6505,58481969
545,9766.522,9817.8113,9340.8139,9442.1011,9442.1011,49137640
546,9326.3784,9429.1456,9208.4572,9266.2117,9266.2117,53221135
547,9354.8229,9410.953,9195.9134,9286.4261,9286.4261,47131684
548,9352.4924,9778.9373,9323.4937,9728.6822,9728.6822,50118628
549,9910.4114,10059.3181,9739.4261,9947.8508,9947.8508,54960556
550,9957.5773,10170.1247,9791.8809,10117.273,10117.273,49399275
551,10080.19,10096.2972,9967.064,10064.4629,10064.4629,36003574
552,10156.9577,10156.9577,10019.3917,10156.1398,10156.1398,42896096
553,10028.747,10051.0769,9874.1415,9889.2428,9889.2428,30630669
554,9984.876,10274.6099,9955.0618,10239.5827,10239.5827,39039036
555,10185.1451,10222.2839,10121.0367,10164.7844,10164.7844,40911236
556,10112.374,10139.0116,10030.2181,10101.3241,10101.3241,33819591
557,10256.7192,10438.1207,10245.6375,10425.1213,10425.1213,41646864
558,10277.4644,10326.8067,10236.7194,10266.6438,10266.6438,31961746
559,10141.2319,10166.8613,9992.0226,10037.6057,10037.6057,38660177
560,9952.4582,9967.442,9821.7688,9967.442,9967.442,33810487
561,10084.1696,10144.9473,10036.3935,10144.9473,10144.9473,33000481
562,9992.6224,10003.1573,9911.7388,9956.5122,9956.5122,38432783
563,10143.4573,10356.7798,10143.1123,10338.0511,10338.0511,35734007
564,10242.3177,10276.2925,10171.0016,10239.7332,10239.7332,30495015
565,10520.8185,10656.9806,10509.9084,10566.8718,10566.8718,46571615
566,10386.2678,10390.5691,10157.5533,10192.6829,10192.6829,40261763
567,10153.6857,10285.2971,10143.4687,10261.2541,10261.2541,38243556
568,10369.4509,10476.9247,10329.208,10476.9247,10476.9247,37388626
569,10629.6138,10734.7667,10604.16,10659.3743,10659.3743,36010567
570,10648.8,10671.8255,10586.5868,10624.4123,10624.4123,30650130
571,10433.6147,10531.5074,10389.8624,10498.9544,10498.9544,37356366
572,10439.2257,10462.2961,10316.0933,10322.2352,10322.2352,35370637
573,10493.4652,10518.7024,10328.428,10434.9728,10434.9728,35149372
574,10443.8452,10495.7956,10392.649,10462.6107,10462.6107,31374577
575,10686.1246,10785.2836,10667.2941,10667.2941,10667.2941,41599098
576,10634.0987,10753.6584,10633.8591,10707.2266,10707.2266,31780075
577,10781.455,10803.5052,10683.1259,10708.3654,10708.3654,26110009
578,10671.4929,10687.6526,10542.4232,10569.9885,10569.9885,32166435
579,10743.6817,10789.5833,10707.6068,10789.5833,10789.5833,26641752
580,10958.5279,11168.1787,10953.3693,11138.2428,11138.2428,38711579
581,11075.4344,11193.4212,11019.8783,11163.9991,11163.9991,52220977
582,11299.9964,11463.8471,11283.0563,11458.63,11458.63,68410844
583,11339.0658,11415.9202,11288.7182,11375.598,11375.598,73293120
584,11395.4401,11525.7205,11389.251,11474.2324,11474.2324,32995205
585,11445.1899,11561.9718,11415.7097,11522.654,11522.654,35678435
586,11807.2454,11895.7955,11710.109,11788.8691,11788.8691,47012844
587,11847.7202,11859.5131,11649.2688,11749.6669,11749.6669,45076359
588,11751.3751,11882.7485,11725.6412,11881.631,11881.631,40259867
589,12067.0621,12096.3499,12018.338,12096.3499,12096.3499,50238187
590,11965.1746,11991.0645,11860.3705,11942.0261,11942.0261,44783633
591,11901.9976,12024.8728,11881.9183,11998.4781,11998.4781,33791398
592,11842.4936,11889.8527,11644.7662,11648.0685,11648.0685,47938355
593,11494.3822,11633.9785,11340.7275,11610.6482,11610.6482,53674819
594,11495.3481,11555.8806,11180.9296,11181.5108,11181.5108,34639395
595,11369.6603,11739.0198,11363.0143,11717.2636,11717.2636,44462165
596,11710.2241,11720.2301,11606.696,11678.3025,11678.3025,32305773
597,11634.6987,11670.2674,11510.604,11630.3183,11630.3183,30567335
598,11661.5715,11665.6684,11576.8435,11642.4284,11642.4284,42593926
599,11688.6471,11804.7565,11666.8162,11732.3507,11732.3507,24112591
600,11720.6692,11750.6129,11524.4692,11675.6166,11675.6166,1
601,11735.2387,11798.8994,11703.4027,11731.756,11731.756,29690084
602,11575.154,11645.5469,11511.4152,11560.5706,11560.5706,36770094
603,11631.7377,11717.2062,11623.3866,11677.2342,11677.2342,28178910
604,11618.949,11632.6954,11469.9151,11483.2017,11483.2017,32965148
605,11587.9802,11646.7117,11555.9591,11563.6168,11563.6168,33079772
606,11622.2068,11633.6581,11466.7778,11509.5293,11509.5293,32855180
607,11516.412,11560.4525,11459.008,11497.349,11497.349,33155471
608,11556.3457,11579.975,11498.25,11576.8823,11576.8823,24081209
609,11604.866,11808.9213,11596.8046,11798.704,11798.704,27924136
610,11812.9265,11861.1062,11755.8377,11794.5624,11794.5624,26825799
611,11710.9327,11807.9993,11688.5549,11688.5549,11688.5549,29099938
612,11676.5127,11799.7067,11672.3921,11721.7719,11721.7719,27963368
613,11739.6803,11754.6363,11609.4937,11612.4841,11612.4841,35002765
614,11736.156,11836.3805,11720.3948,11836.3805,11836.3805,29384454
615,11823.2394,11846.8266,11774.6078,11799.8041,11799.8041,28921317
616,11777.3616,11853.5707,11768.1738,11843.2165,11843.2165,28923948
617,11862.4482,11871.7378,11775.1724,11791.1938,11791.1938,41210068
618,11827.0964,11853.1541,11742.0262,11769.4583,11769.4583,24304056
619,11840.9625,11849.5208,11741.1888,11812.577,11812.577,24742170
620,11868.7195,11939.6521,11863.9489,11918.1121,11918.1121,30490499
621,11873.1092,11906.2203,11842.4623,11852.1984,11852.1984,30632689
622,11641.1266,11768.0024,11606.7771,11754.9199,11754.9199,31699622
623,11793.3785,11848.971,11747.3157,11753.1049,11753.1049,30295734
624,11756.8938,11778.2646,11664.2991,11680.3457,11680.3457,32102182
625,11761.0816,11770.1599,11680.2682,11682.6317,11682.6317,36052949
626,11642.862,11657.2203,11351.3199,11351.3199,11351.3199,47270569
627,11366.3003,11504.5803,11351.929,11494.6323,11494.6323,38735736
628,11577.7811,11693.7052,11577.7811,11678.1023,11678.1023,45886875
629,11717.2225,11756.0433,11652.8652,11735.5329,11735.5329,35175770
630,11670.511,11730.775,11613.996,11642.6947,11642.6947,29458361
631,11682.4221,11683.662,11563.0816,11628.3474,11628.3474,29363374
632,11717.1632,11850.1123,11712.7693,11844.5785,11844.5785,47609857
633,11792.3345,11858.1352,11752.5734,11842.3715,11842.3715,41496057
634,11961.2464,12061.2522,11955.1118,12026.553,12026.553,38033610
635,12189.9149,12197.6861,12137.092,12171.8524,12171.8524,29582839
636,11996.2904,12026.9515,11933.7204,11948.3194,11948.3194,18456593
637,11955.8644,11971.5891,11878.7857,11931.6809,11931.6809,23474503
638,11952.1722,12031.1259,11929.1335,12010.7325,12010.7325,22839908
639,11954.6208,11993.4825,11875.7586,11890.7198,11890.7198,19834583
640,11894.0261,11952.2337,11841.0937,11841.0937,11841.0937,23855554
641,11888.494,11940.1256,11862.209,11926.0123,11926.0123,18125404
642,12034.8772,12132.3766,12025.8937,12062.853,12062.853,32205175
643,12075.3673,12123.0051,12047.3034,12092.9212,12092.9212,21682032
644,12049.2382,12055.457,11980.3939,11996.4226,11996.4226,26314430
645,12063.5167,12138.2014,11732.4848,11881.9585,11881.9585,42692091
646,11999.3466,12100.5267,11976.2619,11995.5204,11995.5204,41023798
647,11928.1113,11988.5687,11906.4857,11953.1351,11953.1351,28331744
648,12104.2087,12117.8997,12057.2358,12096.9551,12096.9551,25309454
649,12211.4857,12240.5652,12160.4165,12180.8793,12180.8793,26531582
650,11951.3011,12017.112,11934.999,11990.1097,11990.1097,25343007
651,11975.848,12013.4901,11945.5377,11947.1203,11947.1203,27397170
652,12050.056,12096.2379,12019.3297,12094.4039,12094.4039,27603057
653,11878.138,11925.7858,11832.5328,11912.0904,11912.0904,42450547
654,11976.6811,12006.0322,11945.9816,11998.3692,11998.3692,28947653
655,11932.984,12086.9815,11932.984,12083.6571,12083.6571,35865592
656,12186.3481,12264.9083,12185.443,12252.993,12252.993,30233302
657,12160.7838,12181.0334,12115.3963,12169.1165,12169.1165,31111827
658,12116.3242,12158.3333,12101.9447,12142.3405,12142.3405,26812303
659,12052.8659,12068.1897,11978.547,12002.8099,12002.8099,29891383
660,12089.334,12129.3903,12073.2641,12109.6087,12109.6087,34066296
661,11991.2121,12055.3004,11944.0427,12043.1056,12043.1056,32920092
662,11979.3323,11989.5085,11888.7612,11913.7054,11913.7054,34583031
663,12081.1801,12109.9763,12048.5697,12074.5659,12074.5659,34584128
664,12130.3685,12194.7117,12084.2513,12192.4197,12192.4197,35535470
665,12088.6683,12198.2645,12056.2091,12155.0743,12155.0743,28332689
666,12192.2885,12214.8938,12032.3691,12039.7578,12039.7578,40782387
667,12061.1118,12097.7584,11883.3179,11923.957,11923.957,39948967
668,11978.8142,12042.2518,11977.9952,12008.6199,12008.6199,27881922
669,12042.6333,12053.4778,11997.0391,12049.6574,12049.6574,23376644
670,11977.4149,12059.9054,11977.4149,12054.805,12054.805,21988425
671,12145.4842,12246.4607,12130.7021,12218.1982,12218.1982,25037232
672,12261.1288,12267.1889,12177.8179,12212.4387,12212.4387,25289913
673,12199.0609,12203.8032,12153.8198,12183.5199,12183.5199,20988301
674,12202.5386,12202.5386,12111.3073,12168.4483,12168.4483,22769204
675,12134.6105,12191.8362,12120.7732,12176.3913,12176.3913,24056212
676,12168.4788,12185.3819,12121.9619,12147.1793,12147.1793,24083282
677,12129.4171,12160.5899,12079.9608,12094.406,12094.406,20668718
678,12151.5922,12235.9643,12151.5922,12217.3685,12217.3685,23235595
679,12142.2203,12187.0049,12106.4029,12131.4977,12131.4977,22836099
680,12269.5385,12314.626,12267.3618,12281.9773,12281.9773,25370814
681,12157.1528,12172.7536,12110.9439,12130.6324,12130.6324,21725250
682,12194.7996,12209.909,12148.4298,12172.9962,12172.9962,20720474
683,12130.7275,12157.4536,12107.385,12117.0915,12117.0915,18974738
684,12084.3723,12140.6354,12009.5974,12140.6354,12140.6354,23690484
685,12043.3672,12083.7751,12023.5914,12067.0186,12067.0186,30948148
686,11925.0872,12029.7383,11925.0872,12008.0401,12008.0401,29183275
687,12046.2411,12046.2411,11853.9616,11868.7659,11868.7659,33926763
688,11868.899,12002.5135,11861.7342,11963.7754,11963.7754,32809775
689,12269.1347,12363.8305,12210.0212,12308.4312,12308.4312,36779889
690,12402.992,12578.3835,12392.8615,12574.6585,12574.6585,35837706
691,12364.9537,12525.5895,12345.9204,12492.839,12492.839,35124316
692,12660.8988,12863.9161,12646.6962,12800.5515,12800.5515,30407381
693,12894.6398,12993.6543,12764.024,12801.2421,12801.2421,58593911
694,12958.5143,13090.2556,12958.5143,13063.612,13063.612,46056862
695,13139.1857,13215.9421,13075.7865,13181.2958,13181.2958,40104252
696,13172.9639,13199.1687,13074.2767,13162.7123,13162.7123,35640356
697,13276.7061,13419.2878,13270.2882,13408.2897,13408.2897,37900031
698,13415.9257,13423.0611,13317.0658,13401.0742,13401.0742,36764362
699,13298.4377,13309.54,13193.6098,13230.3476,13230.3476,32337945
700,13237.0935,13248.523,13157.6613,13239.9907,13239.9907,36941458
701,13173.3763,13208.802,13141.723,13194.3297,13194.3297,27030055
702,13298.9638,13483.9734,13298.9638,13434.5855,13434.5855,36983448
703,13556.0469,13677.8893,13448.4068,13468.1299,13468.1299,40832777
704,13460.6664,13616.8077,13460.6664,13605.1602,13605.1602,31858055
705,13581.6693,13654.4255,13524.728,13640.2504,13640.2504,46002643
706,13940.0361,13942.1662,13719.5997,13734.0379,13734.0379,65067838
707,13690.0546,13807.2712,13687.0678,13774.0433,13774.0433,31764621
708,13904.1701,13906.7095,13806.0569,13860.7226,13860.7226,37238853
709,13745.4662,13811.1543,13734.6353,13780.9698,13780.9698,33636094
710,13730.9789,13783.733,13704.6561,13758.7422,13758.7422,29566102
711,13887.1238,13887.1238,13683.7142,13708.0446,13708.0446,26991695
712,13614.6263,13688.4172,13587.1496,13659.4022,13659.4022,24408410
713,13681.0785,13836.0315,13678.1179,13831.4723,13831.4723,28199537
714,13768.8989,13853.6474,13743.8671,13803.8469,13803.8469,31366874
715,13809.2319,13853.946,13716.3331,13767.7363,13767.7363,35680674
716,13751.1222,13859.9269,13745.531,13788.7297,13788.7297,29016079
717,13805.9308,13833.7311,13765.7957,13808.3784,13808.3784,27027381
718,13906.6386,13927.0514,13845.1986,13866.1195,13866.1195,28465517
719,13833.1425,13884.1162,13797.8565,13865.2988,13865.2988,29472547
720,13891.9434,13917.2414,13856.5444,13885.6455,13885.6455,36558047
721,13905.346,13942.4335,13749.6441,13843.3284,13843.3284,26080777
722,13817.1952,13859.1577,13714.3596,13753.2373,13753.2373,25724286
723,13804.9623,13807.4455,13718.9089,13776.0644,13776.0644,23647408
724,13818.9495,13886.0957,13803.4628,13836.1953,13836.1953,21222386
725,13793.3221,13797.7169,13757.2636,13766.7301,13766.7301,14476533
726,13807.7519,13891.9396,13793.9451,13891.9396,13891.9396,22798933
727,13918.0801,14262.2752,13910.2054,14244.5166,14244.5166,29835643
728,14230.5321,14237.4879,14116.6536,14171.1865,14171.1865,21726764
729,14289.5278,14303.2802,14013.2002,14125.1617,14125.1617,21218487
730,14069.1689,14135.7018,14028.7928,14072.9257,14072.9257,27613524
731,14071.5228,14120.0934,14019.256,14047.1675,14047.1675,31060282
732,14136.0947,14283.0732,14136.0947,14213.4799,14213.4799,44083660
733,14292.4028,14508.3803,14265.3904,14508.3803,14508.3803,35084555
734,14526.0877,14672.882,14471.6649,14609.0658,14609.0658,34528201
735,14509.4079,14696.7457,14506.0514,14672.5945,14672.5945,31914359
736,14817.2414,15096.8868,14801.0136,14950.3594,14950.3594,38846927
737,14940.9935,14963.3339,14785.0072,14806.8912,14806.8912,36372488
738,14552.6234,14609.9766,14487.1023,14554.4433,14554.4433,24037993
739,14673.1626,14836.0961,14656.5549,14790.9233,14790.9233,25075310
740,14948.7872,14950.0585,14742.9049,14805.7914,14805.7914,32138750
741,14855.5357,14925.7713,14838.5637,14879.5698,14879.5698,30134644
742,14788.8518,14849.9009,14761.4067,14815.3712,14815.3712,30668967
743,14812.4829,14876.1731,14744.332,14876.1731,14876.1731,25573133
744,14748.0253,14770.8492,14661.4323,14670.8729,14670.8729,28552342
745,14784.4902,14830.7285,14720.8762,14768.9509,14768.9509,31485115
746,14547.3474,14646.0937,14447.4603,14561.885,14561.885,57831139
747,14680.4032,14680.4032,14322.2561,14339.6678,14339.6678,40867048
748,14325.6621,14562.9783,14325.6621,14554.663,14554.663,29260005
749,14682.0875,14771.5256,14620.48,14762.6039,14762.6039,33034570
750,14783.4662,14880.6491,14741.7307,14868.4781,14868.4781,37053560
751,14727.9811,14750.0336,14608.553,14616.8349,14616.8349,38057183
752,14854.0852,14934.1106,14810.9253,14930.7272,14930.7272,40823080
753,15041.5454,15338.3847,15034.2517,15332.0926,15332.0926,41792806
754,15188.1478,15265.6172,15144.2231,15224.4316,15224.4316,40998797
755,15166.5738,15244.1166,15143.6938,15244.1166,15244.1166,39139741
756,15323.7621,15331.3263,15210.7515,15263.8802,15263.8802,36910571
757,15343.5643,15565.9553,15343.5643,15561.7191,15561.7191,34460093
758,15659.0857,15910.3497,15639.4996,15782.5212,15782.5212,39921390
759,15748.8002,15765.0739,15657.6216,15710.0953,15710.0953,36380398
760,15640.8693,15769.0994,15552.133,15601.71,15601.71,36939796
761,15525.8268,15628.9158,15461.9739,15550.3454,15550.3454,28197583
762,15638.9753,15730.0518,15539.5076,15574.032,15574.032,30128056
763,15505.8537,15541.7414,15325.8944,15325.8944,15325.8944,37306251
764,15615.0187,15685.63,15597.9694,15662.2626,15662.2626,33492315
765,15411.8769,15415.2852,15003.8523,15003.8523,15003.8523,43702871
766,15155.162,15292.6744,15143.1024,15280.8825,15280.8825,29339840
767,15590.0052,15619.4987,15264.5964,15313.2048,15313.2048,31071780
768,15299.8666,15363.3088,15224.3487,15339.816,15339.816,31141957
769,15128.8501,15169.6637,14876.3189,14989.8278,14989.8278,34604789
770,14852.2659,14925.8666,14636.7061,14924.0519,14924.0519,38207545
771,15105.6446,15130.3194,14813.9962,14865.1912,14865.1912,42925889
772,14887.5832,15045.3675,14815.2613,15032.0996,15032.0996,45997826
773,15129.4155,15189.2672,15047.2226,15086.9556,15086.9556,35708824
774,14979.6237,15093.9034,14959.7139,15071.3161,15071.3161,37555043
775,15066.3086,15301.1842,15026.5232,15287.557,15287.557,44578962
776,15380.2167,15421.6186,15310.97,15360.8502,15360.8502,40406432
777,15383.34,15515.6287,15375.6304,15461.2113,15461.2113,40274885
778,15441.4418,15518.1089,15435.4022,15481.5503,15481.5503,35536380
779,15651.7037,15826.4092,15596.1644,15687.1461,15687.1461,46309617
780,15535.5413,15610.9729,15388.3401,15477.087,15477.087,60380943
781,15251.8073,15266.7674,15077.5192,15111.9758,15111.9758,36023951
